基本気質,意思決定,行動傾向,対人関係,価値観信念,役職,性格説明,主軸人格,行動理念
内向,即決,少回避,少仲間,現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、争いごとを好まない性格,温厚で現実主義
内向,即決,少回避,少仲間,少現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、争いごとを好まない性格,温厚で現実的な側面を考慮する
内向,即決,少回避,少仲間,少理想,調整役,周囲を見てバランスを取る人,物静かで直感に従う、争いごとを好まない性格,温厚で夢見がち
内向,即決,少回避,少仲間,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,温厚で理想的
内向,即決,少回避,少仲間,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,温厚で地に足がついていない
内向,即決,少回避,仲間派,超現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,仲間思いで超現実主義
内向,即決,少回避,仲間派,現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,仲間思いで現実主義
内向,即決,少回避,仲間派,少現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,仲間思いで現実的な側面を考慮する
内向,即決,少回避,仲間派,少理想,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,仲間思いで夢見がち
内向,即決,少回避,仲間派,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,仲間思いで理想的
内向,即決,少回避,仲間派,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,仲間思いで地に足がついていない
内向,即決,少回避,超仲間,超現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で超現実主義
内向,即決,少回避,超仲間,現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で現実主義
内向,即決,少回避,超仲間,少現実,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で現実的な側面を考慮する
内向,即決,少回避,超仲間,少理想,守護者,仲間を守る頼れる存在,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で夢見がち
内向,即決,少回避,超仲間,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で理想的
内向,即決,少回避,超仲間,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、争いごとを好まない性格,自己犠牲精神で地に足がついていない
内向,即決,少挑戦,孤高,超現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,孤高の存在で超現実主義
内向,即決,少挑戦,孤高,現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,孤高の存在で現実主義
内向,即決,少挑戦,孤高,少現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,孤高の存在で現実的な側面を考慮する
内向,即決,少挑戦,孤高,少理想,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,孤高の存在で夢見がち
内向,即決,少挑戦,孤高,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,孤高の存在で理想的
内向,即決,少挑戦,孤高,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,孤高の存在で地に足がついていない
内向,即決,少挑戦,一匹狼,超現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,一匹狼で超現実主義
内向,即決,少挑戦,一匹狼,現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,一匹狼で現実主義
内向,即決,少挑戦,一匹狼,少現実,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,一匹狼で現実的な側面を考慮する
内向,即決,少挑戦,一匹狼,少理想,暴走隊長,突っ走る孤高タイプ,物静かで直感に従う、探求心がある性格,一匹狼で夢見がち
内向,即決,少挑戦,一匹狼,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,一匹狼で理想的
内向,即決,少挑戦,一匹狼,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,一匹狼で地に足がついていない
内向,即決,少挑戦,少孤独,超現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自由主義で超現実主義
内向,即決,少挑戦,少孤独,現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自由主義で現実主義
内向,即決,少挑戦,少孤独,少現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自由主義で現実的な側面を考慮する
内向,即決,少挑戦,少孤独,少理想,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自由主義で夢見がち
内向,即決,少挑戦,少孤独,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,自由主義で理想的
内向,即決,少挑戦,少孤独,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,自由主義で地に足がついていない
内向,即決,少挑戦,少仲間,超現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,温厚で超現実主義
内向,即決,少挑戦,少仲間,現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,温厚で現実主義
内向,即決,少挑戦,少仲間,少現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,温厚で現実的な側面を考慮する
内向,即決,少挑戦,少仲間,少理想,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,温厚で夢見がち
内向,即決,少挑戦,少仲間,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,温厚で理想的
内向,即決,少挑戦,少仲間,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,温厚で地に足がついていない
内向,即決,少挑戦,仲間派,超現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,仲間思いで超現実主義
内向,即決,少挑戦,仲間派,現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,仲間思いで現実主義
内向,即決,少挑戦,仲間派,少現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,仲間思いで現実的な側面を考慮する
内向,即決,少挑戦,仲間派,少理想,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,仲間思いで夢見がち
内向,即決,少挑戦,仲間派,理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,仲間思いで理想的
内向,即決,少挑戦,仲間派,超理想,癒し手,控えめで理想に生きる,物静かで直感に従う、探求心がある性格,仲間思いで地に足がついていない
内向,即決,少挑戦,超仲間,超現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自己犠牲精神で超現実主義
内向,即決,少挑戦,超仲間,現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自己犠牲精神で現実主義
内向,即決,少挑戦,超仲間,少現実,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自己犠牲精神で現実的な側面を考慮する
内向,即決,少挑戦,超仲間,少理想,調整役,周囲を見てバランスを取る人,物静かで直感に従う、探求心がある性格,自己犠牲精神で夢見がち
